,sentiment,text,polarity,std
3537,positive,corán,0.25,0.0
3538,positive,cosa nostra,0.25,0.0
3539,positive,cosido,0.25,0.0
3540,positive,cosificación,0.25,0.177
3541,positive,cosmonave,0.25,0.0
3542,positive,costilla verdadera,0.25,0.0
3543,positive,covarianza,0.25,0.0
3544,positive,crapuloso,0.25,0.0
3545,positive,crearse,0.25,0.0
3546,positive,creencia,0.25,0.191
3547,positive,crepado,0.25,0.0
3548,positive,crepitación,0.25,0.0
3549,positive,creyente practicante,0.25,0.0
3550,positive,criptográfico,0.25,0.0
3551,positive,criptófito,0.25,0.0
3552,positive,cristal veneciano,0.25,0.0
3553,positive,cristalino,0.25,0.26
3554,positive,criterio selectivo,0.25,0.0
3555,positive,croar,0.25,0.0
3556,positive,cronológicamente,0.25,0.0
3557,positive,cronógrafo,0.25,0.0
3558,positive,croquet,0.25,0.0
3559,positive,cruciforme,0.25,0.0
3560,positive,cruzado,0.25,0.0
3561,positive,cualidad maternal,0.25,0.0
3562,positive,cualidad paternal,0.25,0.0
3563,positive,cuark,0.25,0.0
3564,positive,cubierto,0.25,0.0
3565,positive,cubierto completo,0.25,0.0
3566,positive,cubierto de trastos,0.25,0.0
3567,positive,cuca,0.25,0.0
3568,positive,cucamonas,0.25,0.0
3569,positive,cuchillo de monte,0.25,0.0
3570,positive,cuchufleta,0.25,0.0
3571,positive,cucú,0.25,0.0
3572,positive,cuenta de ahorro,0.25,0.0
3573,positive,cuenta de ahorros,0.25,0.0
3574,positive,cuenta inactiva,0.25,0.0
3575,positive,cuerpo de ejército,0.25,0.0
3576,positive,cuidados,0.25,0.0
3577,positive,cultista,0.25,0.0
3578,positive,cura,0.25,0.289
3579,positive,curación,0.25,0.265
3580,positive,curarse,0.25,0.265
3581,positive,curculiónidos,0.25,0.0
3582,positive,cursiva,0.25,0.0
3583,positive,cursor,0.25,0.0
3584,positive,curvado,0.25,0.0
3585,positive,custodio,0.25,0.0
3586,positive,cuñado,0.25,0.0
3587,positive,cámara polaroid,0.25,0.0
3588,positive,cápsula espacial,0.25,0.0
3589,positive,cártel,0.25,0.0
3590,positive,célula de Weston,0.25,0.0
3591,positive,célula de cadmio,0.25,0.0
3592,positive,cíclopes,0.25,0.0
3593,positive,código secreto,0.25,0.0
3594,positive,cómic,0.25,0.0
3595,positive,cónclave,0.25,0.0
3596,positive,dadaísmo,0.25,0.0
3597,positive,daltoniano,0.25,0.0
3598,positive,daltónico,0.25,0.0
3599,positive,dama de noche,0.25,0.0
3600,positive,danza de la lluvia,0.25,0.0
3601,positive,danza del sol,0.25,0.0
3602,positive,danza interpretativa,0.25,0.0
3603,positive,dar a,0.25,0.0
3604,positive,dar de desayunar,0.25,0.0
3605,positive,dar el desayuno,0.25,0.0
3606,positive,dar el hacha,0.25,0.0
3607,positive,dar en el blanco,0.25,0.0
3608,positive,dar largas caminatas,0.25,0.0
3609,positive,dar llaves,0.25,0.0
3610,positive,dar trato de favor,0.25,0.0
3611,positive,dar un manotazo,0.25,0.0
3612,positive,dar una permanencia,0.25,0.0
3613,positive,dar una visa,0.25,0.0
3614,positive,darse cuenta,0.25,0.0
3615,positive,datable,0.25,0.0
3616,positive,de barrido,0.25,0.0
3617,positive,de carga,0.25,0.0
3618,positive,de facto,0.25,0.0
3619,positive,de paso,0.25,0.0
3620,positive,de primos,0.25,0.0
3621,positive,deber noble,0.25,0.0
3622,positive,decadente,0.25,0.0
3623,positive,decantación,0.25,0.0
3624,positive,dechado,0.25,0.26
3625,positive,decimal,0.25,0.0
3626,positive,decisivo,0.25,0.102
3627,positive,declaración discreta,0.25,0.0
3628,positive,declaración rectificatoria,0.25,0.0
3629,positive,decorativo,0.25,0.0
3630,positive,decrescendo,0.25,0.0
3631,positive,decretado,0.25,0.0
3632,positive,deducirse,0.25,0.0
3633,positive,defensor,0.25,0.0
3634,positive,deferencia,0.25,0.072
3635,positive,deforestación,0.25,0.0
3636,positive,deidad hindú,0.25,0.0
3637,positive,dejar claro,0.25,0.0
3638,positive,del hipotálamo,0.25,0.0
3639,positive,delicuescente,0.25,0.0
3640,positive,delimitado,0.25,0.0
3641,positive,demulcente,0.25,0.0
3642,positive,demótico,0.25,0.177
3643,positive,denominador común,0.25,0.0
3644,positive,densidad relativa,0.25,0.0
3645,positive,dentudo,0.25,0.0
3646,positive,dentón,0.25,0.0
3647,positive,departamento de servicios,0.25,0.0
3648,positive,depilado,0.25,0.0
3649,positive,depravar,0.25,0.0
3650,positive,derecho a la vida,0.25,0.0
3651,positive,derecho al voto,0.25,0.0
3652,positive,derechos,0.25,0.0
3653,positive,derechos civiles,0.25,0.0
3654,positive,derechos de propiedad,0.25,0.0
3655,positive,derechoso,0.25,0.0
3656,positive,derivacional,0.25,0.0
3657,positive,deriverse,0.25,0.0
3658,positive,desaclopar,0.25,0.0
3659,positive,desagradable,0.25,0.0
3660,positive,desarticular,0.25,0.354
3661,positive,desatrancado,0.25,0.0
3662,positive,desbalance,0.25,0.0
3663,positive,desbordado,0.25,0.0
3664,positive,descambio,0.25,0.0
3665,positive,descargarse,0.25,0.0
3666,positive,descartado,0.25,0.0
3667,positive,descodificar,0.25,0.0
3668,positive,descolonizar,0.25,0.0
3669,positive,descomprimir,0.25,0.265
3670,positive,descomunal,0.25,0.088
3671,positive,descongelar,0.25,0.0
3672,positive,descontrol,0.25,0.0
3673,positive,descorchar,0.25,0.0
3674,positive,descuello,0.25,0.0
3675,positive,descuidarse,0.25,0.0
3676,positive,desecado,0.25,0.0
3677,positive,desechado,0.25,0.0
3678,positive,desengancharse,0.25,0.0
3679,positive,desenvolverse,0.25,0.0
3680,positive,desespero,0.25,0.0
3681,positive,desforestación,0.25,0.0
3682,positive,desglosar,0.25,0.0
3683,positive,deshacerse de,0.25,0.0
3684,positive,desheredar,0.25,0.0
3685,positive,deshielado,0.25,0.0
3686,positive,desmedido,0.25,0.0
3687,positive,desmovilización,0.25,0.0
3688,positive,desnaturalizar,0.25,0.0
3689,positive,despegado,0.25,0.442
3690,positive,despenalización,0.25,0.0
3691,positive,despeño,0.25,0.0
3692,positive,desplazado,0.25,0.0
3693,positive,despoblación forestal,0.25,0.0
3694,positive,destinado,0.25,0.0
3695,positive,destreza manual,0.25,0.0
3696,positive,desvaloración,0.25,0.0
3697,positive,desvincular,0.25,0.0
3698,positive,detallar,0.25,0.0
3699,positive,detalles,0.25,0.0
3700,positive,detectado,0.25,0.0
3701,positive,detergente para lavadoras,0.25,0.0
3702,positive,detergente para lavavajillas,0.25,0.0
3703,positive,determinación incansable,0.25,0.0
3704,positive,deuteranopía,0.25,0.0
3705,positive,diacrítico,0.25,0.0
3706,positive,dialéctico,0.25,0.0
3707,positive,diapiro,0.25,0.0
3708,positive,dibujo técnico,0.25,0.0
3709,positive,diccionario electrónico,0.25,0.0
3710,positive,dicho,0.25,0.0
3711,positive,dicótomo,0.25,0.0
3712,positive,didáctico,0.25,0.0
3713,positive,dietista,0.25,0.0
3714,positive,diferenciable,0.25,0.265
3715,positive,diflunisal,0.25,0.0
3716,positive,difusor,0.25,0.0
3717,positive,dilatado,0.25,0.0
3718,positive,diminuendo,0.25,0.0
3719,positive,dinero de San Pedro,0.25,0.0
3720,positive,dinero sucio,0.25,0.0
3721,positive,dios del Mar,0.25,0.0
3722,positive,diploma,0.25,0.0
3723,positive,diplomado en enfermería,0.25,0.0
3724,positive,diplomatura,0.25,0.0
3725,positive,diptongo,0.25,0.0
3726,positive,dirigente,0.25,0.0
3727,positive,dirk,0.25,0.0
3728,positive,discrecional,0.25,0.088
3729,positive,disfrute,0.25,0.0
3730,positive,disimulado,0.25,0.0
3731,positive,disjunto,0.25,0.0
3732,positive,dispar,0.25,0.177
3733,positive,dispersor,0.25,0.0
3734,positive,disponerse,0.25,0.0
3735,positive,distanciado,0.25,0.0
3736,positive,distintividad,0.25,0.0
3737,positive,distribución binomial,0.25,0.0
3738,positive,distribuidor,0.25,0.0
3739,positive,disyunto,0.25,0.0
3740,positive,divinidad hindú,0.25,0.0
3741,positive,divisorio,0.25,0.0
3742,positive,divorcio,0.25,0.0
3743,positive,doble negación,0.25,0.088
3744,positive,doctor en educación,0.25,0.0
3745,positive,doctor en investigación,0.25,0.0
3746,positive,doctorado honoris causa,0.25,0.0
3747,positive,doctrina religiosa,0.25,0.0
3748,positive,doctrina teológica,0.25,0.0
3749,positive,doctrinario,0.25,0.0
3750,positive,documentación,0.25,0.177
3751,positive,documentar,0.25,0.177
3752,positive,domesticación,0.25,0.265
3753,positive,domiciliar,0.25,0.0
3754,positive,dominio absoluto,0.25,0.0
3755,positive,doo wop,0.25,0.0
3756,positive,doparse,0.25,0.0
3757,positive,dotar,0.25,0.217
3758,positive,doxología,0.25,0.0
3759,positive,dracunculoideos,0.25,0.0
3760,positive,drama musical,0.25,0.0
3761,positive,drenaje,0.25,0.0
3762,positive,drive-in,0.25,0.0
3763,positive,droga dura,0.25,0.0
3764,positive,drogado,0.25,0.0
3765,positive,dueño de la casa,0.25,0.0
3766,positive,duodecimal,0.25,0.0
3767,positive,duque,0.25,0.0
3768,positive,duración del servicio,0.25,0.0
3769,positive,día solar,0.25,0.0
3770,positive,dúmper,0.25,0.0
3771,positive,echarse el pollo,0.25,0.0
3772,positive,eclecticismo,0.25,0.0
3773,positive,eco del eco,0.25,0.0
3774,positive,ecoico,0.25,0.177
3775,positive,ecológicamente,0.25,0.0
3776,positive,ecosistema,0.25,0.0
3777,positive,educación,0.25,0.129
3778,positive,educación especial,0.25,0.0
3779,positive,educación superior,0.25,0.0
3780,positive,edulcorar,0.25,0.088
3781,positive,eferente,0.25,0.0
3782,positive,eje de mando,0.25,0.0
3783,positive,eje motor,0.25,0.0
3784,positive,ejecutivo,0.25,0.0
3785,positive,el abominable hombre de las nieves,0.25,0.0
3786,positive,elación,0.25,0.0
3787,positive,electivo,0.25,0.0
3788,positive,electrificación,0.25,0.0
3789,positive,electrizante,0.25,0.144
3790,positive,electrodoméstico,0.25,0.0
3791,positive,electroforesis,0.25,0.0
3792,positive,eligibilidad,0.25,0.0
3793,positive,eliminable,0.25,0.0
3794,positive,elite,0.25,0.0
3795,positive,elitismo,0.25,0.0
3796,positive,elucidar,0.25,0.088
3797,positive,emancipar,0.25,0.177
3798,positive,embelesamiento,0.25,0.0
3799,positive,embellecer lo perfecto,0.25,0.0
3800,positive,embrujado,0.25,0.0
3801,positive,emir,0.25,0.0
3802,positive,emisión termal,0.25,0.0
3803,positive,emoliente,0.25,0.0
3804,positive,emotividad,0.25,0.0
3805,positive,empalagar,0.25,0.177
3806,positive,empantanar,0.25,0.0
3807,positive,empatado,0.25,0.0
3808,positive,empatizar,0.25,0.0
3809,positive,empenachado,0.25,0.0
3810,positive,empequeñecido,0.25,0.0
3811,positive,emperejilar,0.25,0.0
3812,positive,empeñado,0.25,0.0
3813,positive,empiricismo,0.25,0.0
3814,positive,empollado,0.25,0.0
3815,positive,empresa de contabilidad,0.25,0.0
3816,positive,empresa de subastas,0.25,0.0
3817,positive,empírico,0.25,0.0
3818,positive,emulgente,0.25,0.0
3819,positive,en compañía,0.25,0.0
3820,positive,en flecha,0.25,0.0
3821,positive,en la diana,0.25,0.0
3822,positive,en la onda,0.25,0.0
3823,positive,en la práctica,0.25,0.0
3824,positive,en realidad,0.25,0.0
3825,positive,en rojo,0.25,0.0
3826,positive,en términos biológicos,0.25,0.0
3827,positive,en términos geométricos,0.25,0.0
3828,positive,en términos gráficos,0.25,0.0
3829,positive,en términos patológicos,0.25,0.0
3830,positive,en términos sexuales,0.25,0.0
3831,positive,en términos sociobiológicos,0.25,0.0
3832,positive,en términos sociolingüísticos,0.25,0.0
3833,positive,en uso,0.25,0.0
3834,positive,enamorado,0.25,0.0
3835,positive,enanez,0.25,0.0
3836,positive,enano,0.25,0.0
3837,positive,encaje de aplicación,0.25,0.0
3838,positive,encarnado,0.25,0.063
3839,positive,encasquillar,0.25,0.0
3840,positive,encerado,0.25,0.0
3841,positive,enciclopedia,0.25,0.0
3842,positive,enciclopedista,0.25,0.0
3843,positive,encogido,0.25,0.0
3844,positive,encomendar,0.25,0.191
3845,positive,encortinado,0.25,0.0
3846,positive,encortinar,0.25,0.0
3847,positive,encuadernar,0.25,0.0
3848,positive,encuentro multitudinario,0.25,0.0
3849,positive,encumbramiento,0.25,0.0
3850,positive,endoenergético,0.25,0.0
3851,positive,endogamia,0.25,0.177
3852,positive,endorsement,0.25,0.0
3853,positive,endorso,0.25,0.0
3854,positive,endosante,0.25,0.0
3855,positive,endoso,0.25,0.0
3856,positive,endulzado,0.25,0.0
3857,positive,endulzar,0.25,0.088
3858,positive,enfadadizo,0.25,0.0
3859,positive,enfortalecimiento,0.25,0.0
3860,positive,engrosar,0.25,0.265
3861,positive,engruesar,0.25,0.265
3862,positive,engualdrapado,0.25,0.0
3863,positive,enlazarse,0.25,0.0
3864,positive,enmaderado,0.25,0.0
3865,positive,enología,0.25,0.0
3866,positive,enrielar,0.25,0.0
3867,positive,ensanchador,0.25,0.0
3868,positive,enseñanza,0.25,0.177
3869,positive,enseñanza superior,0.25,0.0
3870,positive,entallado,0.25,0.0
3871,positive,enterar,0.25,0.0
3872,positive,entidad física,0.25,0.0
3873,positive,entono,0.25,0.0
3874,positive,entorpecedor,0.25,0.0
3875,positive,entreabierto,0.25,0.0
3876,positive,entrenador,0.25,0.0
3877,positive,entrenadora,0.25,0.0
3878,positive,entretener,0.25,0.213
3879,positive,entrevía estándar,0.25,0.0
3880,positive,envalentonamiento,0.25,0.0
3881,positive,enverdecer,0.25,0.0
3882,positive,enverdecerse,0.25,0.0
3883,positive,envigar,0.25,0.0
3884,positive,eosinófilo,0.25,0.0
3885,positive,epigrama,0.25,0.0
3886,positive,epimórfico,0.25,0.0
3887,positive,epinefrina,0.25,0.0
3888,positive,epistemología,0.25,0.0
3889,positive,equipo de defensa,0.25,0.0
3890,positive,equipo de radioterapia,0.25,0.0
3891,positive,equipotencial,0.25,0.0
3892,positive,ergotropismo,0.25,0.0
3893,positive,erinaceidos,0.25,0.0
3894,positive,erogación,0.25,0.0
3895,positive,erradicable,0.25,0.0
3896,positive,error de hardware,0.25,0.0
3897,positive,escanciador,0.25,0.0
3898,positive,escanciano,0.25,0.0
3899,positive,escarceo,0.25,0.0
3900,positive,escorpiones,0.25,0.0
3901,positive,escote imperio,0.25,0.0
3902,positive,escritura fiduciaria,0.25,0.0
3903,positive,escrupulosamente,0.25,0.0
3904,positive,escuchar atentamente,0.25,0.0
3905,positive,escuela de baile,0.25,0.0
3906,positive,escuela de música,0.25,0.0
3907,positive,escuela de pensamiento,0.25,0.0
3908,positive,escuela pública,0.25,0.0
3909,positive,esculpido,0.25,0.088
3910,positive,escurridera,0.25,0.0
3911,positive,escurridero,0.25,0.0
3912,positive,escurridizo,0.25,0.0
3913,positive,escénicamente,0.25,0.0
3914,positive,esgrima,0.25,0.265
3915,positive,esgrimista,0.25,0.0
3916,positive,esotérico,0.25,0.0
3917,positive,espacial,0.25,0.0
3918,positive,espadachín,0.25,0.0
3919,positive,espaldar,0.25,0.0
3920,positive,espaldera,0.25,0.0
3921,positive,espaldudo,0.25,0.0
3922,positive,esparcido,0.25,0.0
3923,positive,espatulado,0.25,0.0
3924,positive,especializar,0.25,0.0
3925,positive,especiero,0.25,0.0
3926,positive,espectrofotómetro,0.25,0.0
3927,positive,espejito,0.25,0.0
3928,positive,espesado,0.25,0.177
3929,positive,espiritual negro,0.25,0.0
3930,positive,esponjoso,0.25,0.072
3931,positive,esposar,0.25,0.0
3932,positive,espíritu de cuerpo,0.25,0.0
3933,positive,espíritu de equipo,0.25,0.0
3934,positive,estabilizado,0.25,0.0
3935,positive,estable,0.25,0.182
3936,positive,estabular,0.25,0.0
3937,positive,estado de guerra,0.25,0.0
3938,positive,estado libre,0.25,0.0
3939,positive,estadísticamente,0.25,0.0
3940,positive,estampido,0.25,0.0
3941,positive,estampido sónico,0.25,0.0
3942,positive,estampilla,0.25,0.0
3943,positive,estandarizar,0.25,0.0
3944,positive,estandarte,0.25,0.0
3945,positive,estante,0.25,0.0
3946,positive,estar activo,0.25,0.0
3947,positive,estar despierto,0.25,0.088
3948,positive,estar lleno,0.25,0.0
3949,positive,estar seguro de,0.25,0.0
3950,positive,estatuario,0.25,0.0
3951,positive,estatus de antigüedad,0.25,0.0
3952,positive,estatus superior,0.25,0.0
3953,positive,estelar,0.25,0.354
3954,positive,estentóreo,0.25,0.0
3955,positive,estepa,0.25,0.0
3956,positive,esteticién,0.25,0.0
3957,positive,esthéticienne,0.25,0.0
3958,positive,estilizado,0.25,0.0
3959,positive,estilo arquitectónico,0.25,0.0
3960,positive,estilo libre,0.25,0.0
3961,positive,estimador,0.25,0.0
3962,positive,estipulado,0.25,0.0
3963,positive,estomatópodo,0.25,0.0
3964,positive,estrella guía,0.25,0.0
3965,positive,estribera,0.25,0.0
3966,positive,estructurar,0.25,0.0
3967,positive,estudios literarios,0.25,0.0
3968,positive,estupefacto,0.25,0.0
3969,positive,eterno enamorado,0.25,0.0
3970,positive,etiquetado,0.25,0.0
3971,positive,etnocentrismo,0.25,0.0
3972,positive,etnología,0.25,0.0
3973,positive,etosuximida,0.25,0.0
3974,positive,eugénico,0.25,0.0
3975,positive,euritmia,0.25,0.0
3976,positive,evadir,0.25,0.0
3977,positive,evaluación crítica,0.25,0.0
3978,positive,evaporable,0.25,0.0
3979,positive,evento fortuito,0.25,0.0
3980,positive,evento social,0.25,0.0
3981,positive,evitación,0.25,0.088
3982,positive,exaltado,0.25,0.0
3983,positive,examinar animales,0.25,0.0
3984,positive,exclamativo,0.25,0.0
3985,positive,exclamatorio,0.25,0.0
3986,positive,exclusividad,0.25,0.0
3987,positive,excusable,0.25,0.0
3988,positive,exiliado,0.25,0.0
3989,positive,existencialismo,0.25,0.0
3990,positive,existir,0.25,0.228
3991,positive,exoenergético,0.25,0.0
3992,positive,expandido,0.25,0.0
3993,positive,expansible,0.25,0.0
3994,positive,expansión,0.25,0.0
3995,positive,experiencial,0.25,0.0
3996,positive,expiar,0.25,0.0
3997,positive,exposímetro,0.25,0.0
3998,positive,expresionismo abstracto,0.25,0.0
3999,positive,express,0.25,0.0
4000,positive,expurgado,0.25,0.0
4001,positive,extensivo,0.25,0.0
4002,positive,externalidad,0.25,0.0
4003,positive,externar,0.25,0.0
4004,positive,extinguible,0.25,0.0
4005,positive,extra,0.25,0.0
4006,positive,extramatrimonial,0.25,0.0
4007,positive,f,0.25,0.0
4008,positive,faceta,0.25,0.0
4009,positive,factibilidad,0.25,0.0
4010,positive,factor de disponibilidad,0.25,0.0
4011,positive,factual,0.25,0.265
4012,positive,factura del teléfono,0.25,0.0
4013,positive,facultades,0.25,0.0
4014,positive,facultativo,0.25,0.0
4015,positive,faetón,0.25,0.0
4016,positive,fajina,0.25,0.0
4017,positive,falce,0.25,0.0
4018,positive,falciforme,0.25,0.0
4019,positive,falseado,0.25,0.0
4020,positive,falsificar elecciones,0.25,0.0
4021,positive,faltar a la palabra,0.25,0.0
4022,positive,falócrata,0.25,0.0
4023,positive,familia Bufonidae,0.25,0.0
4024,positive,familia Crocodylidae,0.25,0.0
4025,positive,familia Curculionidae,0.25,0.0
4026,positive,familia Dracunculidae,0.25,0.0
4027,positive,familia Erinaceidae,0.25,0.0
4028,positive,familia Percidae,0.25,0.0
4029,positive,familia Sepiidae,0.25,0.0
4030,positive,familiarización,0.25,0.0
4031,positive,fantasma,0.25,0.0
4032,positive,farde,0.25,0.0
4033,positive,farmacocinética,0.25,0.0
4034,positive,farmacológicamente,0.25,0.0
4035,positive,fasiánido,0.25,0.0
4036,positive,favor,0.25,0.12
4037,positive,fechable,0.25,0.0
4038,positive,fedelline,0.25,0.0
4039,positive,felicidad absoluta,0.25,0.0
4040,positive,fermento,0.25,0.0
4041,positive,fervor,0.25,0.26
4042,positive,festejar,0.25,0.27
4043,positive,festividad  cristiana,0.25,0.0
4044,positive,festividad cristiana,0.25,0.0
4045,positive,festividad judía,0.25,0.0
4046,positive,feudalismo,0.25,0.0
4047,positive,fiesta,0.25,0.144
4048,positive,figurado,0.25,0.0
4049,positive,fijeza,0.25,0.0
4050,positive,filial,0.25,0.177
4051,positive,filosofía empírica,0.25,0.0
4052,positive,financiado,0.25,0.0
4053,positive,financiar,0.25,0.0
4054,positive,finitud,0.25,0.0
4055,positive,firmante,0.25,0.0
4056,positive,flagrante,0.25,0.0
4057,positive,flexión de pierna,0.25,0.0
4058,positive,flexuoso,0.25,0.0
4059,positive,flipado,0.25,0.0
4060,positive,flirt,0.25,0.0
4061,positive,flirteo,0.25,0.0
4062,positive,floreado,0.25,0.0
4063,positive,fogata,0.25,0.0
4064,positive,fonación,0.25,0.0
4065,positive,fondo de pensiones,0.25,0.0
4066,positive,forma de hablar,0.25,0.0
4067,positive,formalizar,0.25,0.177
4068,positive,formulado,0.25,0.0
4069,positive,forrado de madera,0.25,0.0
4070,positive,fotoquímica,0.25,0.0
4071,positive,fotosfera,0.25,0.0
4072,positive,fotómetro,0.25,0.0
4073,positive,foulard,0.25,0.0
4074,positive,foxterrier,0.25,0.0
4075,positive,fragante,0.25,0.0
4076,positive,fraguar,0.25,0.0
4077,positive,francófono,0.25,0.0
4078,positive,franela,0.25,0.0
